mpid,e_form (eV/atom),composition
mp-1019779,-2.9511134849807688,K2Mg2O7Si2
mp-1019968,-2.9494213468137254,B5La1O10Zn1
mp-1021504,-2.9561062467500014,Ba2Fe1Nb1O6
mp-1022809,-2.95186063125,Ba4Fe1Nb1O8
mp-10320,-2.9591247397500005,La2Mg1O6Rh1
mp-1036220,-2.9441117309675,Li1Mg14Mn1O16
mp-1036463,-2.9614953617968744,Ca1Fe1Mg14O16
mp-1036736,-2.9499872759375,Mg30O32Si1V1
mp-1036762,-2.959961885,Mg30Nb1O32V1
mp-1036802,-2.9485051915625,Ba1Mg30O32V1
mp-1037024,-2.95578249234375,Cr1Mg30Ni1O32
mp-1036918,-2.9613436753906246,Hf1Mg30Ni1O32
mp-1036927,-2.944226136328125,Cd1Co1Mg30O32
mp-1037305,-2.9558967781249987,Fe1Mg30Ni1O32
mp-1037022,-2.9604484521093752,Co1Mg30Na1O32
mp-1037184,-2.9537501409375,Ba1Mg30O32Y1
mp-1037189,-2.9445107015625,Co1Mg30Ni1O32
mp-1037209,-2.96113551859375,Mg30Nb1O32Y1
mp-1037204,-2.944565841015625,Cu1Mg30O32Zn1
mp-1037249,-2.9559993732812493,Cu1Mg30O32Sr1
mp-1037298,-2.9452356331250003,Cu1Fe1Mg30O32
mp-1037391,-2.956005387265625,Cd1Fe1Mg30O32
mp-1037464,-2.9561723003125,Cd1Mg30O32Zn1
mp-1037462,-2.948555111640625,Mg30Nb1O32Zn1
mp-1037501,-2.9482245775,Fe1Mg30Nb1O32
mp-1037547,-2.9560677571093747,Mg30Ni1O32Zn1
mp-1037604,-2.9444979769999997,Fe1K1Mg30O32
mp-1037665,-2.948214462656249,Mg30O32Si1Y1
mp-1037821,-2.955835317358749,Mg30Mn1Nb1O32
mp-1037843,-2.944501568452498,Ba1Mg30Mn1O32
mp-1037955,-2.9453250922916667,Al1B1Mg30O32
mp-1037958,-2.95624436890625,Al1Ba1Mg30O32
mp-1037989,-2.9559766895462496,Cu1Mg30Mn1O32
mp-1038115,-2.951891658265,K1Mg30Mn1O32
mp-1038214,-2.9577404040624997,Al1Mg30Nb1O32
mp-1038247,-2.9545819065625,Al1Mg30O32Si1
mp-1038443,-2.949187706875,Cd1Hf1Mg30O32
mp-1038444,-2.955011022890625,Ga1Hf1Mg30O32
mp-1038570,-2.9565286911718758,Cd1Cr1Mg30O32
mp-1038594,-2.9485003781250008,Cr1Mg30Nb1O32
mp-1038705,-2.9558920214062496,Mg30Nb1O32Sr1
mp-1038708,-2.94548555421875,Ba1Mg30O32Sr1
mp-1039713,-2.9578370107738086,Hf1Mg30Na1O31
mp-1039782,-2.9613541494531246,Mg30Na1O32W1
mp-1039906,-2.9461127300000003,Mg30O32Si1Sr1
mp-1040014,-2.953303602890625,Bi1Li1Mg30O32
mp-1040012,-2.9592789172656246,Li1Mg30O32Sb1
mp-1040085,-2.959688293551587,Li1Mg30Na1O31
mp-1040209,-2.961078875125,Ga1K1Mg30O32
mp-1040245,-2.944592796531249,K1Mg30O32Si1
mp-1040364,-2.958332205260416,Mg30Nb1O32Ti1
mp-1043066,-2.9559492108783787,Ca3Fe4O24Ta6
mp-1043503,-2.9591584190625007,Co1Mg1O10Si4
mp-1043924,-2.9467975430000015,Ca1Fe1La1O6V1
mp-1046242,-2.9536180197527475,Ca1O8P2Sn1Sr1
mp-1046414,-2.952971749945055,Cr1Mg1O8P2Sr1
mp-1046419,-2.947904615521978,Ca1Co1O8P2Sr1
mp-1046592,-2.952222772864584,O5Si1Ti1Zn1
mp-1046836,-2.9598714215384616,Mg2Nb2O8V1
mp-1046844,-2.9553864985353844,Mg2Mn1Nb2O8
mp-1047100,-2.9582572579807684,Al1O7Sr2V2Y1
mp-1048108,-2.9535048319551294,Al1Ba1O7Ti4
mp-1076652,-2.9581117455092585,Mg2O5Ti2
mp-1077866,-2.9443444502295235,B1Ba1F1O3Zn1
mp-1098349,-2.951864741047054,Mg30O32Rb1Ti1
mp-1098353,-2.9481987291666667,Mg30O32Si1Ti1
mp-1099627,-2.950586204796668,La2Mn2O5
mp-1099865,-2.945053259102223,La7Mn8O20Sm1
mp-1111043,-2.9441702664036558,Cs1F6Nb1Rb2
mp-1111337,-2.945365063714001,Ag1Al1F6Na2
mp-1111441,-2.9542328786818164,F6In1K2Rb1
mp-1112274,-2.9554275389806675,Ag1F6K2Ti1
mp-1113833,-2.9591317938174484,F6Fe1Rb3
mp-1117357,-2.9442130759210534,Ca1Fe2O12Si4
mp-1120764,-2.961054070302728,F7Na1Ti3
mp-1163927,-2.9467022621249996,Bi2Ca3O12Si3
mp-11691,-2.9495296592857145,Hg1Nd2O4
mp-1173273,-2.9584127044967534,Fe12La14Mg4O45Sr2
mp-1173483,-2.944253914924746,Mn11O36Pr12
mp-558059,-2.950256304286666,F4Li1Mn1
mp-1178168,-2.961482521191177,La24Ni12O49
mp-1178549,-2.9595716767500013,Al1O3V1
mp-1180408,-2.9571447756632656,Gd1Na3O8P2
mp-17672,-2.9590538149519223,B9Ba1Li1O15
mp-1194682,-2.9448130781964283,O14P3Sm3
mp-1194828,-2.9499981030787032,O37Si17
mp-1194926,-2.9555683559218857,Cs3Gd1O8P2
mp-1195112,-2.9499819415227093,B26Ba11H6O58P2
mp-1196057,-2.9519596083891657,Ba1Mn2O7Si2
mp-1196429,-2.960572374374999,O7Th1V2
mp-1196877,-2.951224325263158,Al4Ba1O12Sb2
mp-1198110,-2.9528318976085184,B5Ba2H1O10
mp-1199215,-2.9450256320039685,Li1O12P4Sm1
mp-1200141,-2.9443423021774198,B9Ba3Bi1O18
mp-1200622,-2.9464940799623074,As2Ce3Cl1O7
mp-1200796,-2.9459379340095238,Ba3In2O16P4
mp-1203004,-2.957181353061184,F3Li9Mg3O16P4
mp-1203080,-2.961223905102955,Al1F3K2O4S1
mp-1204163,-2.9521652517499994,Ca1O17Si6Zr1
mp-1207107,-2.9597120007142865,Co1O4Pr2
mp-1208390,-2.948939317546295,Bi2O19Ta6
mp-1208411,-2.9577277026785724,O25P6Si2Ti3Tl1
mp-1208647,-2.9576452554315473,O25P2Ta9
mp-1208758,-2.954137780625,Li6O11Sr3Ta2
mp-1208835,-2.9443358512500013,Al1O6Sb1Sr2
mp-1208995,-2.9446501737140003,F6Sc1Tl3
mp-1209357,-2.9593586653800137,O8P2Rb3Y1
mp-1209377,-2.9466141919444446,O6Pr2Te1
mp-1209439,-2.9447167498942,O19Rb8Ta6
mp-1209597,-2.954238134602759,F12Li1Mn3Rb2
mp-1210619,-2.9564130786989797,Na3Nd1O8P2
mp-1210817,-2.9501155052762496,Al1Mn1O5Si1
mp-1210844,-2.952941862716836,Na3O8P2Pr1
mp-1211285,-2.9526304110238084,K1O8P2Ta1
mp-1211355,-2.9575323681440002,Al2F2K1Li1O10Si4
mp-1211938,-2.946397750326088,Ga5La3O14Ta1
mp-1212404,-2.96173467325,Cd1Hf1O3
mp-1212640,-2.9606977214166665,Gd1In1O3
mp-1213342,-2.96159726625,Eu3Mo1O7
mp-1214800,-2.951154639479168,Ba2Ca2Cu2Eu1O14Ti3
mp-1214839,-2.951434860833333,Al3B4Bi1O12
mp-1214923,-2.9613327403766667,Ag1Al1F4
mp-1216032,-2.95822653875,Er1Fe2O6Y1
mp-1216107,-2.9547840940645447,Mn1O7Sb1Y2
mp-1216262,-2.948372868092553,F15Se16Y16
mp-1216309,-2.9476803155000013,Ge3Mg3O12Y2
mp-1217055,-2.9588625097395833,Al1Fe1O5Ti1
mp-1217722,-2.9571439532916672,Ga5Gd2O12Tb1
mp-1218443,-2.94741070864,Cr1La1Mn1O8Sr3
mp-1218633,-2.9553830454166667,Cu1Nb2O9Sr3
mp-1218692,-2.9459916114166678,Fe1O6Sr2Ti1
mp-1218810,-2.9549628742499983,Cr3La2Mo1O12Sr2
mp-1218828,-2.9539296128485715,F1Fe1O3Sr2
mp-1218906,-2.9464098875499998,Mg5Mo3O30Sr10W2
mp-1220825,-2.958291513369565,Ca3Na6O12U2
mp-556001,-2.9547243938299994,Be1H1Na1O8Si3
mp-1221158,-2.9457824625,In3Na4O24Sc1Si8
mp-1221172,-2.9513804984962406,Al3Na4O24P6Ta1
mp-1221605,-2.9601227966091472,H3Mg5Na3O24Si8
mp-1221930,-2.945819881733,Al8Fe3Mn9O48Si12
mp-1222232,-2.9481582314682537,Al2Mg1O12P3
mp-1222471,-2.9573665135753924,Al6H8Mg7O38Si8Ti1
mp-1222552,-2.957282477944562,F12In2Li4Zn1
mp-767448,-2.9554170825000012,Fe3Li4O24Sc1Si8
mp-1222824,-2.950717373083334,Fe2Lu1O6Sc1
mp-743567,-2.9594289142012293,Li2Ni1O20P4Ti4
mp-1222854,-2.9538824025883264,Co1Li2O20P4Ti4
mp-1223118,-2.9563395892499984,Co3La4Nb1O12
mp-1223578,-2.96147780715,Al1Fe1K1Mg2O12Si3
mp-1223639,-2.959855349314,Cu1F6K2Mg1
mp-1224039,-2.95129232283,Ba1K4Nb5O15
mp-1224105,-2.9498449294318183,Fe1Ho2O7Sb1
mp-1224614,-2.949451369689223,K2O12P3Ti1Yb1
mp-1224706,-2.94550358125,Gd2Ge1Mo1O8
mp-1224767,-2.945821454816665,Hf4O15Pb5Ti1
mp-1225109,-2.9527026767499995,Dy1Fe2O6Y1
mp-1225341,-2.9463342789772717,Dy2Fe1O7Sb1
mp-1225609,-2.9470164405859367,Er2O2S3U1
mp-1225732,-2.94419754425,Er2Fe1O6V1
mp-1226438,-2.9456974923487964,Cs1O12P4Sm1
mp-1226735,-2.9610463448003634,Al3Cs1O12Si3
mp-1226879,-2.9448426464228703,Cs1Nd1O12P4
mp-1227143,-2.9546189869642867,Ca1Co2La3O8
mp-1227707,-2.9579382332499997,Ca4Co3Ni1O24Si8
mp-1227917,-2.947006208229167,Ba1Fe2La2O7
mp-1228044,-2.954711836953124,Ba4Nb9O18Zr1
mp-1228344,-2.9522376681018505,Al2Ba6Ho2O15Rh2
mp-1228414,-2.9554606038459994,Ba2Mn1Nb1O6
mp-1228523,-2.9539416287500013,Ba3Fe2O9U1
mp-1228569,-2.951688344953704,Ba6Ga4La2O15
mp-1228876,-2.955007454816321,Co1Cs1F6V1
mp-1228998,-2.9494899584126983,Al2Ga1O12P3
mp-14234,-2.9450588025347213,B4Mg1O7
mp-14873,-2.960816265550421,K4Nb8O34P4Si1
mp-15509,-2.955994661464844,O7S3Si2Yb4
mp-17031,-2.95382889373052,Al1K1O7P2
mp-17149,-2.9593984229545462,Er1O6Rh1Sr3
mp-17864,-2.949836262451924,B9Ba1Na1O15
mp-1795,-2.9574480921425,F3Nb1
mp-18194,-2.9483432828835983,Li1O12P4Tb1
mp-18247,-2.9599790515909103,O6Rh1Sc1Sr3
mp-18651,-2.9443629211363644,Dy1O6Rh1Sr3
mp-18652,-2.952414984772727,Ho1O6Rh1Sr3
mp-19130,-2.9465365935588252,Fe1K1Na1O10Si4
mp-19153,-2.9466029691518183,Lu2Mn2O7
mp-19287,-2.9578623757500004,Na1O6Si2V1
mp-19403,-2.9489482305,Ba2Ca1Mo1O6
mp-19573,-2.960250603,Mg3O12Si3V2
mp-20212,-2.9490086645833333,Ba1Cu1O5Pr2
mp-20356,-2.9472014895000003,Ce2O2Sb1
mp-21071,-2.9492258813124983,Eu2O2S1
mp-21699,-2.9478308031597216,Ba1In2La2O7
mp-23321,-2.961396439619091,Cl6O1Sr4
mp-24608,-2.945068152312727,Al1F5H2K2O1
mp-24952,-2.959211042416667,Fe1O3Tb1
mp-25037,-2.9604047349419997,Mn1O3Pr1
mp-25633,-2.9477190308333334,O6Si2V1
mp-27794,-2.9586012023674253,B8Ba1O13
mp-28567,-2.9486577457933336,Bi1F4Li1
mp-2921,-2.9441051511250014,Ga5Gd3O12
mp-30548,-2.9478861856544447,B1F4Tl1
mp-35799,-2.958295221704545,Bi2Hf2O7
mp-4181,-2.9568854935714293,Cu1O4Pr2
mp-463,-2.950370872095,F1K1
mp-5033,-2.9591109141266667,F6Si1Tl2
mp-505731,-2.9519754959065945,Ba2Co1O8P2
mp-540962,-2.948099275642857,K1La1O12P4
mp-541044,-2.9616885984267234,Cs1O2Y1
mp-542069,-2.9528335252547016,Cs8O19Ta6
mp-5803,-2.9475709590561223,Nb1O5P1
mp-551675,-2.9551228631249997,Li3O4U1
mp-553981,-2.9569311793441377,F4Mn1Rb1
mp-553982,-2.9521489552833344,In2K4O21Si8
mp-553999,-2.95567537946,Ba2F10Ni3
mp-554184,-2.9608437940123453,B8Cu1Ho2O16
mp-554858,-2.9467281915513794,Cs2F6Mn1Na1
mp-554412,-2.960935755385878,O8P2Rb1Ta1
mp-555001,-2.9571985642333343,F6Fe1Li1Mn1
mp-555065,-2.9452021024206347,Er1Li1O12P4
mp-555112,-2.9586028802377777,Cr1F6Li2
mp-555366,-2.9462352454761915,Ho1Li1O12P4
mp-555618,-2.95368106805125,F5Mn1Na2
mp-555621,-2.9477751119400657,Al3O20P6Rb1
mp-555914,-2.950017443252976,Ca1K2O7P2
mp-556099,-2.9514571397916667,B5O12Yb3
mp-556420,-2.9535871793249813,F12Mn3Na1Rb2
mp-557158,-2.9566817546425,Cr1F6Mo1
mp-557935,-2.9596801149382723,B8Cu1Dy2O16
mp-558309,-2.9608689239838104,F14K4Sb2Sn1
mp-558380,-2.949443210135714,Cr2F5
mp-558602,-2.946934471135468,Al3Cs1O20P6
mp-558728,-2.946201756957069,Cs3F5Li2
mp-559234,-2.956833159154352,Cs1La1O12P4
mp-559663,-2.9500463880155565,F6Li1Ni1Sr1
mp-559777,-2.9441472870918366,Al1Ca2Na5O16P4
mp-559812,-2.9473368044876804,Cr1F7Rb3
mp-559852,-2.956703755199507,Cs1Ga1O10P2U1
mp-559854,-2.9541092097348485,La8O21Ru4
mp-559927,-2.9585504105555565,B8Cu1O16Tb2
mp-560037,-2.9502347587829654,Bi1F6Na1Rb2
mp-560564,-2.9582659611779,In2O49P12Si2Ti6
mp-560629,-2.9566427095214283,Al2K3O12P3
mp-560790,-2.95138579395538,Bi1Cs2F6Na1
mp-560866,-2.9595392957539683,La1Li1O12P4
mp-561200,-2.95480553581,F6Mn1Na3
mp-561290,-2.957128151493749,Bi1F5K2
mp-561305,-2.954358690952382,Ba1O4Si1Zn1
mp-566186,-2.956553216704545,Mo2O7Sm2
mp-566698,-2.9461847833139996,Cr1F3K1
mp-566849,-2.9447743910036004,Ca1Mn4O15Si5
mp-566952,-2.9558323355728566,F4K1O1V1
mp-568662,-2.9534946255066665,Ba1Cl2
mp-5800,-2.9477487458750007,Ga5O12Sm3
mp-580450,-2.9519144642113333,Ba2Mn2O9Si2
mp-588,-2.9473407121425,F3Ga1
mp-619767,-2.9604528578093343,Cs3F9Fe2
mp-626550,-2.9503566879991667,H2O7Ti3
mp-6413,-2.9474647829761915,Dy1Li1O12P4
mp-642754,-2.9516758407954544,Gd2Mo2O7
mp-6809,-2.953665961093749,Ca1O5Si1Sn1
mp-6732,-2.9512051402500017,Ir1La2Mg1O6
mp-674312,-2.961274165065789,Eu2Nb4O13
mp-674506,-2.9530926681092007,F17Nd1Pb7
mp-677489,-2.9458604772303962,Cs1Cu1F5O1Ti1
mp-677572,-2.951199859879518,Ag3Al11Na8O48Si13
mp-677731,-2.9510259970032866,Na1Nb6O24P3Rb2
mp-682,-2.957897320595,F1Na1
mp-684018,-2.9533555690719697,B8O13Sr1
mp-690382,-2.952972487988096,Mg1Na3O12P3Zr1
mp-695505,-2.9449278895119053,K2Li1Nb6O24P3
mp-695708,-2.9494712619452,B3Ba7N1O13Si1
mp-698635,-2.957133524435731,La17Mn18O54
mp-704116,-2.9460071053629164,K1Mn2O30Si12Zn3
mp-705671,-2.9534503095228564,La19Mn19O60
mp-707534,-2.9532922958682137,H1Mg16O32Si7
mp-722896,-2.9569899214565516,H2Mg7O16Si4
mp-735519,-2.9563480093124994,Co1Ho1K1O7Si2
mp-743630,-2.9442295682275152,Fe1O12P3Sr1Ti1
mp-753712,-2.9472056937500013,I1O1Y1
mp-753879,-2.953419314875,O1Pr2S2
mp-754392,-2.956027401875001,Ba1Eu1O2
mp-757399,-2.946774821889535,Cu6La12O25
mp-761470,-2.955719700825909,Li2Mn2O13Si5
mp-761523,-2.9497468151268005,Li2Mn2O15Si6
mp-761824,-2.955439477742537,O39Sr16V12
mp-762393,-2.9497762786764703,Cr1Li2O10Si4
mp-762821,-2.954431012666666,Li3O8Ti3V1
mp-762987,-2.9557822163244043,O49Sr20V15
mp-764204,-2.951141801325455,F7Li1O1V2
mp-765272,-2.95415610722,F5Li2O1V2
mp-765380,-2.945150957387648,F11Li1V5
mp-765416,-2.9551117201209665,Fe2Li2O19Si8
mp-765925,-2.9519737898740748,F5Li2O1V1
mp-766842,-2.953956284166668,Cr1O4Ta1
mp-766951,-2.960432455793334,F8Li3V1
mp-767252,-2.9500035639696285,F6Li1Mn2
mp-767582,-2.9472501307352945,Li2O10Si4V1
mp-769263,-2.9512646100833337,In1O3Tb1
mp-770898,-2.9581188395833338,Nb2O16Ti3V3
mp-772038,-2.9486651982947687,Nb18O50P3
mp-772279,-2.9455743297089945,O12P3Ti2V1
mp-773935,-2.9456684623463283,La15Mn16O48
mp-775469,-2.9534012394444447,Cr5Li6O24Ti7
mp-777464,-2.9572106933333333,Cr3Li4O16Ti5
mp-780779,-2.9440744941666663,Cr1O10Si4
mp-7974,-2.9580848338362062,O2Rb1Sm1
mp-849369,-2.9614351660844447,F4Li3O1V1
mp-850147,-2.9459610711531834,Fe1Li10Mg12O48P12
mp-850159,-2.9580998210858818,Li2Mn1O10Si4
mp-850492,-2.955367975841249,Li1Mn1O10Si4
mp-865322,-2.9453338977500003,O3Tl1U1
mp-9212,-2.94955572625,Al1Na1O2
mp-9636,-2.945280132293361,Cs1F6Sb1
mp-973930,-2.9607075655000012,Be1Np1O3
mp-989595,-2.9475275307369886,Cs1F6In1Rb2
mp-997599,-2.9611679842500003,Na8O24Ta7V1
mvc-11031,-2.9551190425,Ca1Co1La2O6
mvc-13497,-2.944094850135714,Al1Cu1F5
mvc-13511,-2.961532661098485,Al2O7Ti2
mvc-13591,-2.947366462740384,Ba3Co3O15Y5
mvc-14044,-2.9536593457954536,Cr2O7Y2
mvc-3970,-2.9488672917500005,Ca2O6Sb1Ta1
mvc-4159,-2.95293174225,Bi1Ca2O6Ta1
mvc-4336,-2.9478218963043488,Bi2Ca3O14Si4
mvc-4358,-2.9569949722500004,Cr1Mg2O6Ta1
mvc-4592,-2.956465231413042,Cr2Mg3O14Si4
mp-1019725,-2.9328998417932417,Cs1O12P4Y1
mp-1020656,-2.9315882510509037,O12P4Rb1Y1
mp-1035900,-2.9288282725,Mg14O16Sr1Y1
mp-1035993,-2.939959958958333,Mg14O16Ti1Y1
mp-1035981,-2.9308113181250004,Mg14O16V1Y1
mp-1036013,-2.9281728490625,Cu1Mg14O16Y1
mp-1036070,-2.9334808912499994,Co1Mg14O16Y1
mp-1036151,-2.9266467484675003,Mg14Mn1O16V1
mp-1036193,-2.9309498346133327,Mg14Mn1O16Ti1
mp-1036223,-2.9263262719049994,Mg14Mn1O16Y1
mp-1036329,-2.9356908563281237,Ca1Hf1Mg14O16
mp-1036443,-2.9378040411718747,Ca1Co1Mg14O16
mp-1036557,-2.931859272708333,Al1Mg14O16Ti1
mp-1036619,-2.9364870399999994,Al1Co1Mg14O16
mp-1036652,-2.9349214365625,Al1Cu1Mg14O16
mp-1036672,-2.9351140300781253,Mg30O32Sn1Sr1
mp-1036721,-2.936819758776042,Mg30O32Sn1Ti1
mp-1036763,-2.9382960414843757,Mg30O32Sn1V1
mp-1036825,-2.9341339336718737,Cd1Mg30Ni1O32
mp-1036904,-2.9310838001562494,Mg30Ni1O32Si1
mp-1036955,-2.927660126484375,Fe1Mg30O32Sn1
mp-1036975,-2.9436152315625,Co1Mg30Nb1O32
mp-1036995,-2.9301739844791665,B1Co1Mg30O32
mp-1037074,-2.9262193721874987,Mg30Nb1Ni1O32
mp-1037157,-2.9426376784375,Co1Mg30O32Si1
mp-1037198,-2.9424416335416663,B1Mg30O32Y1
mp-1037239,-2.9395412473437488,Cu1Mg30Nb1O32
mp-1037328,-2.9433853803125,Cu1Mg30O32Si1
mp-1037343,-2.940012436171875,Mg30O32Si1Zn1
mp-1037359,-2.9281484921875,Mg30O32Sn1Zn1
mp-1037485,-2.9382649001562493,Ba1Fe1Mg30O32
mp-1037511,-2.9347500678125,Co1Cu1Mg30O32
mp-1037611,-2.9390853521093745,Ba1Mg30O32Zn1
mp-1037606,-2.9382184609375,Fe1Mg30O32Si1
mp-1037731,-2.9389951560156247,Mg30O32Sn1Y1
mp-1038154,-2.934183311186875,Mg30Mn1O32Sn1
mp-1038258,-2.939808218203125,Al1Mg30O32Sn1
mp-1038225,-2.9328020135344826,Al1Cs1Mg30O32
mp-1038548,-2.9388302227343748,Hf1Mg30Nb1O32
mp-1038562,-2.9268958399218747,Cd1Mg30Nb1O32
mp-1038690,-2.9393602446875,Ba1Cr1Mg30O32
mp-1039624,-2.9305975035991363,Ga1Mg30O32Rb1
mp-1039661,-2.9310454417241383,Cr1Mg30O32Rb1
mp-1039675,-2.941508545625,Mg30Na1O32Sb1
mp-1039742,-2.93615271078125,Bi1Mg30Na1O32
mp-1039875,-2.939466014375,Cr1Mg30O32Si1
mp-1039949,-2.942661180390625,Ce1Hf1Mg30O32
mp-1039918,-2.9416491788281247,Hf1La1Mg30O32
mp-1039966,-2.9397842535991376,Ce1Mg30O32Rb1
mp-1040029,-2.9390744081303883,La1Mg30O32Rb1
mp-1040125,-2.929744448657408,B1Li1Mg30O31
mp-1040205,-2.9382474717916667,B1K1Mg30O32
mp-1040308,-2.932043086458333,B1Mg30O32Ti1
mp-1040366,-2.926410861376984,K1Li1Mg30O31
mp-1041195,-2.9291869575,Ca1Cr2Ho1O6
mp-1041232,-2.9334770098329996,Ag1Ba1F7Mg1
mp-1044950,-2.9410412204166674,Cr1La1O6Ti1Zn1
mp-1046134,-2.9263609238461536,Mg2Ni1O8Ta2
mp-1046286,-2.9288751811538463,Ca2O8Ta2W1
mp-1046445,-2.933122132252748,Fe1Mg1O8P2Sr1
mp-1046922,-2.9315599929761893,Ba1O8Ti4Zn1
mp-1048863,-2.9284217205000003,Ca1Cr1La1Mo1O6
mp-1070510,-2.9428227075000017,Bi1O2Y2
mp-1070662,-2.9271906275000013,Bi1Gd2O2
mp-1076512,-2.933229428375,K5Na3Nb5O24Ta3
mp-1076611,-2.941696910875,Cr2Fe2La3O12Sm1
mp-1095707,-2.928187939453125,Cr1Mg30O32Sn1
mp-1098010,-2.9417786130000008,Eu5Li2O8
mp-1099704,-2.9327681497005536,Fe1La7Mn7O20Sm1
mp-1101351,-2.929603419583333,Ge1O5Sr3
mp-1104135,-2.9359627627857146,Ca1F4H2
mp-1105395,-2.9330268537500004,Ca2O6Os1Sc1
mp-1110651,-2.9300927352829644,F6Li1Rb2Sb1
mp-1110833,-2.936427534313999,Bi1F6K2Na1
mp-1110835,-2.9403763458139998,F6K2Li1Sb1
mp-1110904,-2.943764112047332,F6In1Li1Na2
mp-1110979,-2.9294444359553795,Cs2F6Na1Sb1
mp-1111062,-2.938353558714,F6Hg1Na2Sc1
mp-1111082,-2.9291379147140004,Al1Cu1F6Na2
mp-1111116,-2.9313495393484827,F6K2Nb1Rb1
mp-1111353,-2.9271354737140003,Cu1F6Li2Sc1
mp-1112244,-2.9356238629806666,Cu1F6K2Ti1
mp-11165,-2.940922546064761,F1Mg1Na2O4P1
mp-1120777,-2.9411830780473336,F3Na1Ti1
mp-1147568,-2.9388914894641665,F3Fe2O4Sr3
mp-1154719,-2.940331768127368,Ca1Mn2O12Si4
mp-11623,-2.9435273514166678,In1La1O3
mp-1178449,-2.9281196996767243,Cs1La1O2
mp-1179358,-2.931150112875,O7Ti3
mp-1180838,-2.9418500773481813,Co1F7Na2V1
mp-1181756,-2.939635459754386,Ca5K2Na4O34Si12
mp-1183901,-2.9364134120737546,Cs2O5U2
mp-1185315,-2.9393071015000003,La3Li3Mo2O12
mp-1190340,-2.940830071195652,Ba3Fe3O14Si2Ta1
mp-1190734,-2.9330515576683336,F4O1Zr1
mp-1194534,-2.9388380037240003,H3La3O8V1
mp-1194958,-2.933485600055332,B10Ba4Cl2O19
mp-1195176,-2.929976592378148,B8Ba4Cl3Ga2Na1O18
mp-1195787,-2.9316123814453348,H1O6Ti2V1
mp-1195937,-2.941041756634615,Be1Na1O8Si3
mp-1196679,-2.938570952042727,F1Nb6O15
mp-1197070,-2.9378690805041003,Cs1F7W1
mp-1197849,-2.9412246402657463,B2F4Na3O5P1
mp-1197943,-2.9406101194270833,Cu1O5Ti1Zr1
mp-1198636,-2.9308918264608,Ba5Cl2O14V4
mp-1199198,-2.9416278202585704,Al2B3H1O8
mp-1200142,-2.9310942239761903,K1O12P4Pr1
mp-1201690,-2.928258004103751,B6H2O13Sr3
mp-1202153,-2.9286726596323533,Na2Nb4O11
mp-1202514,-2.9390834658161764,Ca1K4O9Si3
mp-554576,-2.933908175236229,F11In3Rb2
mp-1203391,-2.93213497489706,K4O9Si3Sr1
mp-1204837,-2.943226195885417,Fe2Na1O15Si6
mp-1205394,-2.94334654586875,F5K2Sb1
mp-1205507,-2.9398725487500004,Eu2Mg1O6W1
mp-1207069,-2.9418210399374995,Ba2O6Pu1Zn1
mp-1208369,-2.9410040954625924,F7Pt1Tb1
mp-1208769,-2.9378258008177918,Mn1O7P2Sr1
mp-1209999,-2.9374535366407413,F6Fe1Mn1Na1
mp-1210068,-2.9329259166266666,Cu2Er1F8Na1
mp-1221376,-2.9408704369051515,F7Fe1Mn1Na2
mp-1210608,-2.928641325137142,Mg1Mn1O4Si1
mp-1211006,-2.933849533703333,F7Lu1Pt1
mp-1211098,-2.9267260857933333,Cd1Cr1F6Li1
mp-1211913,-2.9292613297260006,K3Mn5O30Si12
mp-1212978,-2.9410341631142853,K7Nb14O60P9
mp-1213376,-2.9302979022642504,Cs1Eu1O4P1
mp-1213520,-2.939484656767521,Cs1Nb3O15P3
mp-1214260,-2.928677684659091,Al2Ca2Mg1O14Si3
mp-1214315,-2.92843243180421,Be3Cd2F12Tl2
mp-1214747,-2.9332056662301587,Ba2Ca2Cu2Nd1O12Ti2
mp-1214796,-2.9375741966704743,Cs2F5Sb1
mp-1214854,-2.933515978994254,Al6B5O18
mp-1216075,-2.936809169335936,O2S3U1Y2
mp-1216121,-2.9282312498863634,Fe1O7Sb1Y2
mp-1216141,-2.9350257738333334,Ge1O10Y4
mp-1216751,-2.941127068796296,Ga1Nb1O6Ti1
mp-1216787,-2.933432645972222,Nb2O8Ti1Zn1
mp-1217225,-2.9313839917006814,Co1O24P6Ti4
mp-1217709,-2.9420740936742416,Fe1O7Sb1Tb2
mp-1217886,-2.928073990729166,Fe2La2O7Sr1
mp-1218098,-2.9398353817857146,Fe1Nd1O4Sr1
mp-1218169,-2.9314106426190483,In1O4Pr1Sr1
mp-1218266,-2.9379230483940004,Cr1La3Mn3O12Sr1
mp-1218425,-2.935701444895834,Co1O7Sr3Ta1
mp-1218581,-2.9275875043750004,Ca3O12Sr1V4
mp-1218905,-2.92957249635,Mg5Mo4O30Sr10W1
mp-1219180,-2.9332416845,O2Sb1Sm2
mp-1219206,-2.9276451813372733,Mn1O7Sb1Sm2
mp-1219588,-2.9375202552760933,Co1F6Mg1Rb1
mp-1219624,-2.9407775289361293,Al3Na2O13Rb1Si3
mp-1219990,-2.9389823869305327,Nd1O12P4Rb1
mp-1220022,-2.9429298526992054,O12P3Rb2Ti1Yb1
mp-1220763,-2.931547794495798,Al1Nb3O24P6
mp-1220935,-2.9290580978287983,Na1O14P4Ti2
mp-1221039,-2.9312357282500003,Al4Li1Na1O12Si2
